64191,B23,AFT TPE
16009,TMNL,KENT RIDGE TER
56199,B53,NPB S'GOON DEPOT
52291,B04,BLK 59
97091,B03,BEF LOYANG AVE
10351,B02,BLK 96
93139,B01,EASTERN LAGOON II
43791,B04A,ITE BUKIT BATOK
25079,B08,NISSIN TPT
63231,B03,BET BLK 210/211
23399,B04,OPP FAR EAST LEVINGSTON
70329,B03,OPP FOSTER / SANYO
53061,B09,THOMSON VIEW CONDO
12129,B06,BLK 3
23051,B06,BEF KIAN TECK RD
22491,NIL,BLK 662D
31161,B32,OPP TEEN CHALLENGE
28009,NIL,JURONG EAST INT - EO
85081,B01,BEF JLN PARI BURONG
52289,B02,BLK 34
67121,B03,BLK 142A
25429,B04,RAFFLES MARINA
54641,B08,SING IND CPLX
82221,B01,AFT CHANGI RD
57139,B20,AFT JLN KEMUNING
46119,B08,MARSILING CC
77079,B04,ELIAS MALL
24581,B05,OPP ESAB
65011,B01,OPP THE RIVERVALE
28151,B09,BEF HONG KAH CIRCLE
43268,B03A,Hillington Green Condo
64429,B08,BLK 412
44129,B01,OPP BLK 113
92129,NIL,THE HOLY FAMILY CH
12091,B05,SIM HQ
01211,B13,OPP BLK 461
22409,B06,BEF SHIPYARD RD
76179,B03,OPP BLK 266
45111,B27,OPP KRANJI WAR MEMORIAL
64111,B17,OPP BLK 953
57051,B07,AFT SEMBAWANG AIR BASE
77289,B22,BLK 738
54247,B18,BLK 322
24621,B11,AFT OCEAN TANKER
67059,B25,SELETAR HILLS EST
64479,B01,BLK 665
76081,B04,OPP THE HOLY TRINITY CH
10191,B13,BLK 78
81101,B04,CISCO CTR
45009,NIL,BT PANJANG INT
44859,NIL,MAYSPRINGS CONDO
40259,B06,BEF WALLACE WAY
20169,B22,BLK 35
07351,B05,EMINENT PLAZA
85021,B01,COUNTRY PK
07361,B03,OPP PEK CHUAN BLDG
11379,TMNL,BUONA VISTA TER
67119,B06,BLK 128
68031,B07,JLN KAYU SHOPHSE
59309,B23,JIEMIN PR SCH
78161,B02,BLK 216
97111,B41,BEF TOH CL
75289,B14,OPP BLKS 741/742
53269,B01,BISHAN STADIUM
67181,B06,BLK 240
18141,B06,AFT ANGLO-CHINESE JC
65021,B03,OPP BLK 110
27109,B13,OPP WESTVILLE
12061,B11,BLK 109
46531,B04,BLK 173
76051,B03,TAMPINES STADIUM
B09,01411,
19091,B02,S'PORE POLY
67139,B05,OPP BLK 121
81069,NIL,OPP LOR 39 GEYLANG
03011,B01,FULLERTON SQ
40251,B05,AFT WALLACE WAY
26151,B05,OPP HEMPEL
96169,B04,SIMEI STN
05013,B08,PEOPLE'S PK CPLX
01219,B12,BLK 461
22079,B08,AFT JURONG PIER RD
20101,B19,NAN HUA PR SCH
34009,B00,LIM CHU KANG TER
44211,B05,BLK 127
31011,B10,AFT NANYANG AVE
41131,B03,OPP THE JAPANESE ASSN
29029,B05,OPP SUNLIGHT TIMBER
NIL,B02,WOODLANDS AVE 10
23029,B21,STAMFORD TYRE
23089,B11,S'PORE DISCOVERY CTR
22219,B05,AFT NEYTHAL RD
21301,B02,OPP JLN PESAWAT
76059,B04,OPP TAMPINES STADIUM
58509,NIL,AFT SEMBAWANG RD
93039,B16,LAGUNA PK
76461,B02,EDEN CONDO
18209,B01,BEF ALL ST CHAPEL
67261,B07,BLK 203B
65309,NIL,OPP BLK 612A
70041,B02,OPP BLK 4
64381,B06,OPP BLK 521
54081,B07,TECK GHEE CT
47611,B11,WOODSVALE CONDO
04142,B04,ARMENIAN CH
21451,B06,BLK 206
59061,B07,BLK 763
NIL,B01,BEF DEFU LANE 9
95029,B01,CHANGI AIRPORT PTB1
45031,B11,YEW TEE IND EST
68111,B13,BEF SELETAR CAMP G
46049,B36,BEF SRI ARASAKESARI TP
85061,B09,OPP BEDOK MKT PLACE
21609,B10,OPP BLK 364
22249,B02,BLK 622
NIL,B02,BEF DEFU LANE 10
20189,B03,OPP AYER RAJAH CC
46389,B10,TECH
99041,B21,AFT CHANGI GOLF COURSE
53039,B06,THOMSON CC
20069,B01,BEF JURONG TOWN HALL RD
63371,B11,BLK 679
28279,B16,BLK 114
97201,B09,OPP CHANGI CHAPEL MUSEUM
52159,B07,BLK 128
59349,B01,BLK 651
42179,B06,OPP RAINBOW GDNS
55309,B04,OPP ANG MO KIO POLICE DIV HQ
53239,B03,OPP BISHAN STN
54589,B08,BLK 555
74019,B30,LP 223R27
26311,NIL,AFT TUAS STH AVE 6
50301,B01,KENTISH GREEN
44089,B03,OPP BLK 296A
64239,B01,OPP BLK 316
65251,B01,PUNGGOL MRT STN
11171,B03,OPP BLK 7B
28581,B07,BLK 491
54491,B12,AFT CTE
21461,B01,BEF LOR TUKANG LIMA
24571,B03,NYPRO (S)
65219,NIL,AFT PUNGGOL CENTRAL
55071,B40,BEF KLC SCH OF EDN
JURONG ISLAND,B02,JURONG ISLAND
12069,B12,OPP BLK 109A
62071,B04,
64461,B06,BLK 579
03111,B05,AFT CAPITAL TWR
29129,B02,CHIN LEONG (CLP)
50121,B03,NATL SKIN CTR
55311,B01,OPP YIO CHU KANG STADIUM
03021,B01,PRUDENTIAL TWR
24559,B07,HQ 6 DIV
21591,B07,OPP BLK 117
73039,B28,OPP LP 223R21
84589,B01,BEF NEW UPP CHANGI RD
57131,B19,SELETARIS CONDO
05259,B01,AFT KRETA AYER RD
55319,B02,YIO CHU KANG STADIUM
10341,B04,HENDERSON PR SCH
11459,B04,BLK 50
46801,NIL,AFT WOODLANDS MART
02061,B01,THE ESPLANADE
10369,B05,OPP CENDEX CTR
64069,B36,S'GOON SEC SCH
14329,B01,BLK 67
23261,B05,OPP MOBIL OIL PTE LTD
47701,NIL,JB SENTRAL
43771,B10,AFT LP 100
78119,B10,OPP BLK 479
65321,NIL,KADALOOR STN
64529,B02A,
53401,B04,OPP BLK 131
17039,B06,OPP KENT RIDGE SEC SCH
75319,B04,OPP TAMPINES DORMITORY
53191,B07,BLK 7 IND EST
71049,B12,AIR FORCE MUSEUM
09121,B05,BEF TOMLINSON RD
52169,B05,BLK 117
98219,B05,UNITED TECHNOLOGIES
64009,NIL,HOUGANG CTRL INT
01621,B03,OPP SHAW TWRS
42129,B01,SIXTH AVE VILLE
27371,B02,OPP BLK 755
43449,B03,BLK 258
58311,B08,BLK 354
16119,NIL,TELETECH PK
59008,NIL,YISHUN INT
67431,B03,OPP BLK 291A
67051,B26,OPP SELETAR HILL EST
59559,B05,OPP BLK 722
18221,B01,NUH
77261,B02,BLK 717
07329,B08,HOA NAM BLDG
17371,B03,BLK 201
20161,B22,OPP BLK 34/35
65329,NIL,KADALOOR STN
84679,NIL,OPP BLK 156
23449,B06A,BENOI PL
12141,B01,OPP HENERY PK APTS
97121,B01,
58459,NIL,BEF HEAVY VEH PK
25371,B01,OPP PROTEX
55249,B02,BEF YIO CHU KANG RD
67129,B04,BLK 137
55101,B36,OPP SERENITY PK
24021,B28,MERITOR HEAVY VEH SYSTEMS
91141,NIL,THE SOVEREIGN
01231,NIL,OPP TEXTILE CTR
55279,B08,LENTOR FLYOVER
01029,B07,COSMIC INSURANCE BLDG
21449,B04,BOON LAY SHOP CTR
43479,B04,OPP BLK 305
23111,B06,HITACHI CABLE
92151,B09,CHRIST METH CH
11079,B12,OPP BLK 95
91161,NIL,THE SEAFRONT
52051,B10,BLK 147
50069,B04,HOTEL ROYAL
63309,B03,OPP PAYA LEBAR GIRLS' SCH
65351,NIL,PUNGGOL VIEW PR SCH
75349,B24,THE CLEARWATER CONDO
11161,B05,C'WEALTH STN
22511,B04,BLK 658C
98059,B10,AFT LOYANG WAY
46341,B01,
94011,B07,EVERGREEN GDN
14059,B09,BEF TELOK BLANGAH HTS
18081,B07,BLK 55
60229,B02,BLK 68
82141,NIL,AFT KOON SENG RD
14159,B08,BEF CHR COMMUNITY CHAPEL
64041,B31,HOUGANG PLAZA
10239,B06,BLK 79
27211,NIL,LEE WEE NAM LIB
53359,B07,OPP AI TONG SCH
25201,B02,APLS BOK SENG
22061,B05,OPP COOLING SYS PTE LTD
80091,B07,BEF LORONG 23 GEYLANG
24541,B04,OPP KEPPEL SHIPYARD
10441,B01,OPP BLK 44
98021,B03,BLK 275
99049,B22,CHANGI GOLF COURSE
48109,B03,OPP MENG SUAN RD
27369,B03,BLK 834
27171,B02,BEF LOR DANAU
10319,B02,QUEENSTOWN SEC SCH
54479,B15,BLK 538
10039,B01,BEF HOSP DR
22019,B13,OPP JURONG BIRD PK
46391,B06,BLK 853
17129,B09,AFT NUS HIGH SCH
70141,B11,CITIMAX IND CPLX
27459,B01,BLK 273B
25479,B01,S'PORE EPSON IND
54529,B04,OPP BLK 5093
17229,B01,BLK 335
15091,B10,OPP NATL LEADERSHIP INST
13121,B01,OPP GREAT WORLD CITY
54419,B01,OPP BLK 527
45149,B02,BEF WOODLANDS RD
20329,B06,S'PORE FOOD IND
58009,NIL,Sembawang Int
44421,B05,BLK 25
59079,B09,YISHUN STN
31079,B36,OPP CHINESE CEMY PATH 11
57049,B06,OPP NEE SOON HQ 22 SIB
29121,B01,ECS FREIGHT SVCS
71079,B05,COMFORT DRIVING CENTRE
27169,B01,BEF JLN BAHAR
02149,NIL,SUNTEC TWR THREE
97189,B08,SATS MAINTENANCE CTR 2
72029,B02,OPP BLK 646
43809,B02,BLK 514
59221,B03,AFT LP 48
01229,B13,BEF SULTAN MQUE
85109,B02,BEF BEDOK RD
26441,NIL,BEF TUAS STH AVE 7
17141,B14,CLEMENTI STADIUM
84311,B06,BLK 521
42119,B02,SOUTHAVEN II
65349,NIL,BLK 272C
22411,B02,BLK 676B
44111,B09,OPP BLK 203
68119,B14,AFT SELETAR CAMP G
83201,B10,
59201,B05,OPP CHONGFU PR SCH
21471,B03,AFT LOR TUKANG EMPAT
10211,B01,PORSCHE CTR S'PORE
NIL,B09,WOODLANDS AVE 10
06029,B06,OUTRAM PK STN
44509,B06,BLK 442
NIL,B05,DEFU AVE 1
56029,B22,JCU S'PORE
10429,B05,BLK 54
31151,B34,AFT LIM CHU KANG RD
10431,B04,BT MERAH SKILLS DEV CTR
44151,B02,OPP BT BATOK FIRE STN
98029,B04,OPP BLK 275
20139,B16,OPP ANGLISS BLDG
17009,INT,CLEMENTI TEMP INT
14031,B08,ST. THERESA'S CONVENT
28041,B05,THE SYNERGY
67299,B04,OPP BLK 303B
70151,B01,AFT JLN ANGGEREK
23439,B12,OPP SML SHIPYARD LTD
44359,NIL,BEF CHESTNUT AVE
65019,B02,THE RIVERVALE
46069,B07,WOODLANDS CIQ
44481,B03,BLK 223
44611,NIL,BLK 516
10071,B05,BLK 111
31179,B29,AFT JLN BERSERI
47041,B22,OPP WOODLANDS AUTO HUB
55259,B06,OPP COUNTRYSIDE EST
05029,B01,BOAT QUAY
17091,B17,AFT CLEMENTI AVE 1
96289,B06,CHANGI GENERAL HOSP
47821,B14,OPP SUMITOMO BAKELITE S'PORE
53081,B13,OPP FABER GDN
44329,B02,BANGKIT STN
21569,B02,OPP BLK 158
28409,B08,BLK 454
65249,B01,BLK 178
23361,B03,OPP S'PORE W'AREHSE \& TPT
17409,NIL,HSE NO 90
83299,B05,AFT LOR G TELOK KURAU
58029,B24,AFT CANBERRA RD
62111,B09A,AFT SOMMERVILLE RD
73041,B13,ST AERO
11081,B13,VIZ HOLLAND
46329,B05,OPP WOODLANDS CIVIL CTR
NIL,B07,WOODLANDS AVE 10
93129,B02,BEF SEKOLAH INDONESIA
52201,B05,BLK 121
21261,B02,BEF SMITHKLINE
43219,B03,OPP SBS WEST DISTRICT
21589,B06,BLK 103
84031,B05,BEDOK STN
59041,B03,BEF KHATIB STN
42241,B01,AFT ENG KONG PL
84111,B06,TEMASEK JC
66051,B04,OPP BLK 257
07369,B04,HOCK SENG BLDG
52059,B09,BLK 219
44221,B02,OPP PENDING STN
46221,B02,INNOVA JC
18049,B01,OPP NORMANTON PK
48101,B04,AFT MENG SUAN RD
06141,B05,HOLIDAY INN ATRIUM
47051,B20,IM FLASH S'PORE
19059,B09,TRANSVIEW GOLF CLUB
95019,B04,CIAS
53331,B04,BEF BRIGHT HILL TP
17311,B17,EMERSON PROCESS
17251,B03,OPP BLK 408
06151,B03,HOTEL MIRAMAR
25259,B48,BEF TUAS WEST DR
54291,B09,BLK 564
99089,B07,OPP SIA SPORTS CLUB
90079,B01,OPP COSTA RHU CONDO
52261,B03,OPP BLK 73
92241,B02,AMBER GDN
70391,NIL,OPP MACPHERSON SEC SCH
29081,B08,FRANKLIN OFFSHORE
51101,B04,
59601,B02A,
64409,B38,
26241,NIL,LTH DISTRIPARK
21259,B02,OPP SIME DARBY
45269,B04,BLK 544
13019,B04,S'PORE BOTANIC GDNS
05059,B03,HONG LIM PK
17021,B03,WASEDA S SNR HIGH SCH
43271,B02,GLENDALE PK CONDO
93079,B16,OPP SPRINGVALE
81091,B05,BLK 60
21279,B06A,ASSYAKIRIN MQUE
67191,B04,BLK 223D
55139,B08,BLK 641
66401,B04,GOLDEN HITS
11521,B14,ANCHOR PT
59171,B02,BLK 309
07371,B01,AFT KALLANG RD
16209,B16,OPP BAROSSA GDNS
48111,B05,AFT MANDAI RD
21549,B04,JOHNSON\&JOHNSON
10131,B17,OPP BLK 2
76399,B01,BLK 417
01521,B07,OPP PLAZA PARKROYAL
12041,B03,AFT PANDAN VALLEY
20261,B03,BLK 2
94089,B14,CALVARY ABLY OF GOD CH
41079,B22,NATL JC
46229,B01,OPP INNOVA JC
50331,B01,BLK 122
97179,B06,SATS CATERING
07589,B01,OPP ROCHOR CTR
10311,B01,OPP QUEENSTOWN SEC SCH
40219,B06,BEF MET YMCA
13211,NIL,AFT UNITY ST
22289,B03,BEF FAN YOONG RD
25171,B05,BECTON DICKINSON MEDICAL
02029,B04,OPP S'PORE CRICKET CLUB
19049,B10,OPP SCH OF MEDIA \& ICT
78219,B01,OPP BLK 219
63229,B02,AFT BLK 207
14089,B06,OPP TG PAGAR DP BLK F5
45131,B31,OPP KRANJI STN
13139,B05,THE COSMOPOLITAN
04143,B02,STAMFORD CT
42031,B39,THE TESSARINA
67401,B09,SENGKANG STN
58361,NIL,NORTH LINK BLDG
76229,B10,BLK 229
99081,B08,SIA SPORTS CLUB
21511,B03,OPP AMOY CANNING
05419,B03,THE AMARA
53361,B10,BLK 454
28311,B05,BLK 209
17219,B01,BLK 376
32119,NIL,AFT LP 96
55109,B35,SERENITY PARK
47101,B01,OPP GARMENT PROCESS
56269,B18,OPP BLK 248
61039,B08,WOODLEIGH STN
24229,B10,AFT GUL ST 3
81221,B01,FOLEC TECH CTR
12081,B07,MAJU CAMP
10199,B12,DELTA SWIM CPLX
22481,nil,BLK 691A MULTI STOREY CP
82109,B16,CITY PLAZA
96269,B02,BLK 146
46088,B05,OPP BLK 1A
25471,B02,OPP S'PORE EPSON IND
50051,B09,THOMSON MED CTR
54241,B17,BLK 700B
28511,B03,BLK 463
91131,NIL,PEACH GARDEN
93159,B24,CABLE SKI PK
66459,B05,AFT SEAGATE
44049,B02,OPP TEN MILE JUNCTION STN
96281,B05,OPP CHANGI GENERAL HOSP
10281,B07,SIS BLDG
96149,B03,SIMEI STN
70089,B04,HDB CP
17071,B11,BLK 513
28189,B02,ULU PANDAN R.I. PLANT
14051,B10,AFT TELOK BLANGAH HTS
61049,B10,AFT BARTLEY RD
60139,B05,BLK 44
59471,B01,BLK 437
84139,B01,PANASONIC
56049,B26,GREEN MEADOWS CONDO
59409,B07,EVANGEL FAMILY CH
67369,NIL,BLK 306 CP
85059,B10,BEF JLN CHEMPAKA KUNING
28149,B08,BEF TRACK 22
26161,B03,METALPLAS ENGRG
62239,B07,OPP SCDF HOUGANG CAMP
20201,B01,TEBAN GDN PO
62059,B16,BLK 161
81229,B02,OPP FOLEC TECH CTR
18241,B03,PSB SCIENCE PK ANNEX
21439,B02,BOON LAY CC
59331,B02,BLK 773
81159,B05,OPP KONG HWA SCH
10271,B05,OPP TANGLIN VIEW
65211,NIL,AFT PUNGGOL FIELD
96081,B05,GRACE INDEPENDENT CH
11301,B12,HSE NO. 578
61031,B07,WOODLEIGH STN
NIL,B06,DEFU AVE 1
44301,B01,OPP BLK 271
28319,B06,BLK 207
NIL,NIL,BEF SPRINGSIDE DR
66431,B03,OPP BLK 506A
21411,B02,OPP BLK 188
58241,B02,OPP BLK 315
42059,B34,AFT RIFLE RANGE RD
28131,B05,BEF TRACK 22
64049,B32,OPP HOUGANG PLAZA
52011,B16,BEF BISHAN RD
44791,B01,WEST VIEW PRI SCH
59391,B10,BLK 367
58489,NIL,WELLINGTON PR SCH
59139,B21,AFT CHONG PANG CC
10331,B06,BEF BT MERAH CTRL
27221,B09,SCH OF CEE
99031,B19,OPP MARANATHA B-P CH
24681,B21,OPP JURONG INSP
63149,B02,S'GOON STADIUM
98139,B08,
28321,B01,BLK 239
05019,B09,OPP PEARL'S CTR
58351,B12,Blk 483
64189,B22,AFT OLD TAMPINES RD
13159,B01,BEF ZION FULL GOSPEL CH
09169,B20,DELFI ORCHARD
23141,B02,OPP VARCO
06031,nil,OPP BLK 13
11499,B06,QUEENSTOWN PR SCH
11271,B13,AFT EAST SUSSEX LANE
97159,B02,VICOM VEH INSP CTR
66399,B01,LOR CHUAN STN
21621,B01,BLK 354
22449,B02,BLK 685B
23101,B04,OPP NICHIAS (S)
40171,B03,OPP ENV BLDG
03529,NIL,DOWNTOWN STN
14009,INT,HARBOURFRONT INT
51079,B24,OPP MACRITCHIE RESERVOIR
43231,B10,OPP THE PETALS CONDO
83109,B02,OPP EUNOS STN
22099,B01,BEF JLN SAMULUN
28051,B07,AFT JURONG EAST ST 11
75209,B02,BLK 882A CP
70301,B05,
14239,B08,OPP KEPPEL DP BLK 519
17131,B12,CLEMENTI FLYOVER
49149,B07,BEF FISHING GROUND A
57071,B11,OPP KHATIB CAMP
81131,B10,OPP GRANDLINK SQ
33049,B14,AFT LIM CHU KANG LANE 3
40059,B04,CHANCERY CT
43501,B02,OPP BLK 291E
48129,B02,MANDAI ORCHID GDN
55089,B37,AFT SUNRISE GDNS
93189,B18,OPP VICTORIA JC
66011,B09,AFT BRADDELL RD
42029,B28,AFT SWISS CLUB RD
11211,B05,AFT PEIRCE RD
06189,B02,CTRL SQ
46361,B01,
23031,B24,PHILIPS ELECTRONICS
59031,B01,OPP YISHUN SPORTS HALL
65809,NIL,ANCHOR GREEN PR SCH
42051,B43,THE STERLING
61089,B01,BET BLKS 138/144
44559,B01,BLK 483
62069,B01,
54311,B01,
82091,B08,
78059,B04,BLK 210
49049,B08,SIM HUP CO
11141,B09,QUEENSTOWN STN
43769,B15,AFT LP 37
75379,B08,BEF TAMPINES AVE 5
28629,B08,BLK 266
54609,B02,OPP TOWNSVILLE PRI SCH
43379,B04,BLK 185
23219,B02,AFT REGENT MOTORS
59351,B04,OPP BLK 322
53009,NIL,BISHAN INT
63339,B03,OPP BLK 615
21529,B02,OPP GRANDLUXE
42159,B02,BEF UPP BT TIMAH RD
16159,B20,NUS FAC OF ENGRG
18011,B18,SP JAIN
77299,B02,BLK 743
13101,B06,OPP MOHD SULTAN RD
63189,B08,AFT S'GOON GDN WAY
82151,B03,BEF JOO CHIAT PL
47071,B16,BEF BRITISH AMERICAN TOBACCO
01629,B04,SHAW TWRS
11519,B15,OPP QUEENSWAY SHOP CTR
66409,B03,MELROSE
65129,B26,OPP LP 138
62089,B05,BARTLEY CHR CH
70171,B07,BLK 77
85089,B02,BEF JLN CHEMPAKA KUNING
26451,NIL,BEF TUAS STH AVE 5
24679,B20,BET LP 166/167
21501,B04,PREMIER MILK PTE LTD
66061,B06,AFT BRADDELL FLYOVER
46381,B09,OPP TECH
10161,B07,OPP TIONG BAHRU PLAZA
31029,B07,OPP JLN BAHAR POWER STN
46401,B09,BLK 864
98121,B05,WESTINGHOUSE
61079,B06,BLK 121
46509,B04,WOODLANDS TOWN GDN
64139,B12,LP 113
83199,B07,AFT FRANKEL DR
25501,B01,WEE WEE HUP KEE
02141,NIL,SUNTEC TWR TWO
63241,B17,BLK 21
75341,B23,OPP THE CLEARWATER CONDO
10359,B01,BET BLKS 110/113
96171,B01,BET BLKS 227/228
53399,B02,BLK 202
65801,NIL,BLK 309D
83231,B05,
81129,B01,BEF GEYLANG FIRE STN
14209,B04,AFT HEWLETT PACKARD
67499,B05,AFT FERNVALE LANE
52319,B02,BLK 25
58399,B02,Opp Blk 303
09213,B05,THONG TECK BLDG
10329,B09,CRESCENT GIRLS' SCH
NIL,B02,BLK 118
99091,B06,BEF TURNHOUSE RD
54181,B01,BLK 258
71179,B04,OPP BLK 1022
41081,B33,AFT THIRD AVE
77219,B18,OPP BLK 626
67189,B05,OPP BLK 241
10411,B01,OPP BLK 53
55229,B01,SMRT BUSES AMK DEPOT
14019,B11,OPP MT FABER LODGE
45239,B10,BET BLKS 306/307
80031,B01,KALLANG STN
62259,NIL,SBS HOUGANG DEPOT
51089,B01,BEF MARYMOUNT CON SCH
78131,B05,PASIR RIS PR SCH
05421,B04,AFT CRAIG RD
97129,B02,
54631,B10,OPP TYCO ELECTRONICS
84591,B08,SBS BEDOK BUS PK
54501,B10,OPP AMK IND PK 2
11401,B02,BLK 12
64081,B01,HOUGANG PT
54409,B03,OPP BLK 522
24509,B62,OPP MILLENNIA TWR
54259,B20,ANDERSON JC
43211,B04,SBS WEST DISTRICT
70069,B05,MT VERNON CREMATORIUM
66049,B05,BLK 233
56059,B28,AFT 3M S'PORE
46581,B08,
11331,B06,OPP DYNASTY GDN
23121,B08,HITACHI CABLE
66041,B06,BLK 230
55049,B43,MOTOROLA
94061,B17,KEW GREEN CONDO
98181,B17,OPP KENYON
44669,B05,OPP BLK 532
63011,B17,NAM PENG CTR
80151,B01,OPP SUNTEC CITY
92251,B07,OPP SINGA INN
55239,B01,SBST EAST DISTRICT
46359,B04,
58281,B03,SEMBAWANG SEC SCH
50049,B08,OPP NOVENA LODGE
25101,B15,OPP SMC MFG
94031,B11,THE SUMMIT
22341,B04,BLK 673C
57129,B18,BLK 114
28331,B03,BLK 229
32109,NIL,BEF LOR SERAMBI
43239,B09,THE PETALS CONDO
52231,B01,OPP BLK 177
18109,B03,OPP PSB SCIENCE PK BLDG
43761,B16,AFT LP 32
50071,B02,CAMBRIDGE PR SCH
93101,B02,AFT COLDSTREAM AVE
42259,B02A,GOH \& GOH BLDG
84109,B06,BLK 50
14179,B12,YEO'S BLDG
46201,B02,BLK 10
19099,B01,OPP S'PORE POLY
80279,B07,BLK 2
59341,NIL,OPP BLK 651
05271,B02,OPP FAIRFIELD METH CH
22369,B07,BLK 705
43629,B03,YUSOF ISHAK SEC SCH
11419,B01,HOLLAND VILLAGE STN
64309, B03,
81031,B11,BEF GEYLANG EAST AVE 2
59421,B02,BLK 624
63061,B27,BEF NATIVITY CH CTR
21541,B02,JURONG TOWN SWIM CPLX
45399,B01,REGENT GR CONDO
83279,B01,AFT CARMEN ST
25071,B07,OPP NISSIN TPT
12101,B03,NGEE ANN POLY
33041,B13,OPP LIM CHU KANG LANE 3
75039,B02,SPRINGFIELD SEC SCH
77111,B01,BEF PASIR RIS WAY
90039,B07,OPP TG RIA CONDO
49121,B09,AFT SMRT BUSES KRANJI DEPOT
76389,B01,BLK 442
23019,B19,NIPPON PAINT
44341,B03,BLK 401A CP
58099,B38,OPP SEMBAWANG PK
65101,B21,AFT PUNGGOL DR
34051,B01,AFT LIM CHU KANG LANE 8
18171,B08,BEF WEYHILL CL
21231,B13,
48089,B07,
71211,B07,
77008,NIL,PASIR RIS INT
10091,B11,BT MERAH TOWN CTR
02099,B03,MARINA CENTRE POINT 1
50038,B04,NOVENA STN
75221,B08,OPP TEMASEK POLY EAST G
44619,NIL,BLK 506
30029,B21,KEAT HONG CAMP
50079,B01,OPP CARLISLE RD
84239,B13,OPP BLK 85
84469,B14,BLK 703
67151,B02,BLK 117A
90059,B11,S'PORE SWIM CLUB
43519,B08,OPP BT BATOK SWIM CPLX
24431,B01,AFT PIONEER SECTOR 2
66429,B02,BLK 530
98151,B11,OPP RHONE-POULENC
50221,NIL,OPP BALESTIER TWRS
59199,B02,BLK 250
NIL,NIL,WOODLANDS ST 32
14319,B01,BLK 28
32051,B27,AFT TRACK 11
84521,B03,BLK 506
45081,B21,OPP MANDAI RD
54441,B01,BLK 507
98111,NIL,OPP LOYANG PT
28661,B07,
51039,B16,OPP S'PORE POLO CLUB
25321,B01,YCH DISTRIPK
75241,B04,OPP TEMASEK POLY WEST G
55209,B10,ANDERSON JC
43481,B05,BLK 315
43301,B02,
55181,B11,OPP YIO CHU KANG STN
62081,B06,OPP BARTLEY CHR CH
98049,B08,LOYANG VALLEY
77039,B12,BEF PASIR RIS CTRL
20149,B18,BLK 408
13119,B03,OPP GREAT WORLD CITY
18159,B09,ONE-NORTH STN
49129,B08,LIP GUAN IND
55281,B09,AFT SLE
54471,B16,OPP BLK 538
NIL,B02,AFT HOUGANG AVE 1
64011,B29,NAUNG CT
53041,B05,BEF THOMSON RIDGE
52129,B01,BLK 29
55269,B06,OPP BULLION PK
77201,B15,AFT BLK 601
62031,B11,
21661,B11,
54341,B09,OPP BLK 504
46999,B16,Opp Blk 589
45249,B12,BLK 511A
58389,B04,OPP BLK 469B
78229,B05,
43389,B04,OPP BLK 102
70201,B01,ITE MACPHERSON CAMPUS 1
59579,B03A,NORTHBROOKS SEC SCH
43869,NIL,BEF DAIRY FARM EST NTH GATE
53221,B03,BLK 115
12111,B07,BEF CLEMENTI RD
78079,B01,BLK 429
47621,NIL,FLEXTRONICS
29069,B24,AFT PANDAN RD
18151,B10,OPP ONE-NORTH ST
45109,B24,BEF JLN BUMBONG
24289,B16,IND ALLOYS PTE LTD
97181,B07,SEAMAP
24511,B01,TUAS FIRE STN
17121,B10,BLK 610
45011,B07,AFT YEW TEE FLYOVER
68049,B10,OPP JLN TARI LILIN
43461,B01,AFT BT BATOK WEST AVE 5
49021,B03,WHYE HUP DEVT & CONSTRUCTION
24169,B10,BEF GUL CIRCLE
40021,B05,AFT POSBANK
46129,B06,HAWKER CTR
46249,B01,
64119,B18,BLK 953
27231,B11,SCH OF COMMS STUDIES
64431,B02,BLK 568
45121,B29,OPP S'PORE TURF CLUB
02011,B01,VICTORIAL CONCERT HALL
77329,B01,BEF PASIR RIS ST 53
77179,B03,PASIR RIS TOWN PK
32081,B21,SG GEDONG CAMP
64361,B05,BLK 535
92169,B01,BEF KATONG PO
02101,B05,BEF TEMASEK AVE
80159,B02,SUNTEC CITY
50061,B03,OPP HOTEL ROYAL
23251,B07,AFT SHIPYARD RD
11329,B09,REGENT VILLA
64621,B08,BLK 565
14081,B07,TG PAGAR DP BLK F5
83049,B08,BEF LOR 110 CHANGI
64471,B02,BLK 917
07359,B06,OPP EMINENT PLAZA
49041,B07,DHDECO PTE LTD
54521,B03,BLK 5093
31141,B36,BAHAI CEMY
33059,B12,AFT LIM CHU KANG LANE 3A
59291,B03,BLK 666
13181,B05,AFT ONE TREE HILL
21029,B07,AFT CORPORATION PL
54281,B11,BLK 570
17361,B15,OPP WEST COAST LINK
16121,B05,THE GALEN
19089,B03,UNITED WORLD COLLEGE
04179,B03,NTUC INCOME CTR
18251,B05,OPP REUTERS
15151,B03,BAYANIHAN CTR
64609,B05,
03501,B01,MARINA BAYSANDS THEATRE
96121,B07,BLK 135
21479,B04,HUP LECK HEAVY EQUIPMENT
43819,B02,HILLVIEW GREEN
49069,B12,TROPICAL FURNITURE LTD
18311,B05,BLK S12
82179,NIL,JOO CHIAT CT
04331,B03,LIANG CT
42301,B02,BT BATOK SEC SCH
29071,B10,GAS SVC INTL
41029,B16,OPP BOTANIC GDNS STN
49031,B05,OPP CROWN ALLIANCE INDUSTRIES
15079,B11,AFT LOR SARHAD
44099,B05,FORMER KEAT HONG CAMP
